Warning: truncated output (original token count: 119371)
Total output lines: 1001

rank,category,title,original_title,year,end_year,title_type,runtime_minutes,genres,imdb_id,imdb_rating,imdb_votes,popularity_score,confidence,ranking_basis,nl_signal,nl_alias,nl_alias_count,nl_boxoffice_rank,nl_boxoffice_visits_thousands,trakt_id,tmdb_id,trakt_rank,trakt_list_rank,trakt_watchers,trakt_plays,trakt_collected,language,country,studio_or_network,age_rating_raw,age_category,age_rating_source,metadata_confidence,inclusion_reason,metadata_source,source_trakt,source_imdb,source_nl
11,tv_program,Wednesday,Wednesday,2022,,tvSeries,45,"Comedy,Crime,Fantasy",tt13443470,8.0,504765,99.98,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Wednesday,1,,,173996,119051,11,,,,,Engels,Verenigde Staten,Netflix,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/wednesday,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt13443470/,
12,tv_program,Severance,Severance,2022,,tvSeries,50,"Drama,Mystery,Sci-Fi",tt11280740,8.6,399453,99.978,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Severance,1,,,154997,95396,12,,,,,Engels,Verenigde Staten,Apple TV,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/severance,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt11280740/,
13,tv_program,The Walking Dead,The Walking Dead,2010,2022,tvSeries,45,"Drama,Horror,Thriller",tt1520211,8.1,1206774,99.976,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Walking Dead,1,,,1393,1402,13,,,,,Engels,Verenigde Staten,AMC,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-walking-dead,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt1520211/,
14,tv_program,The Mandalorian,The Mandalorian,2019,2023,tvSeries,40,"Action,Adventure,Fantasy",tt8111088,8.6,662231,99.974,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Mandalorian,1,,,137178,82856,14,,,,,Engels,Verenigde Staten,Disney+,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-mandalorian,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt8111088/,
15,tv_program,The Big Bang Theory,The Big Bang Theory,2007,2019,tvSeries,22,"Comedy,Romance",tt0898266,8.1,942350,99.972,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Big Bang Theory,1,,,1409,1418,15,,,,,Engels,Verenigde Staten,CBS,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-big-bang-theory,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt0898266/,
16,tv_program,Chernobyl,Chernobyl,2019,2019,tvMiniSeries,60,"Drama,History,Thriller",tt7366338,9.3,1054088,99.97,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Chernobyl,1,,,145186,87108,16,,,,,Engels,Verenigde Staten,HBO,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/chernobyl,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt7366338/,
17,tv_program,The Witcher,The Witcher,2019,,tvSeries,60,"Action,Adventure,Drama",tt5180504,7.8,622828,99.968,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Witcher,1,,,138163,71912,17,,,,,Engels,Verenigde Staten,Netflix,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-witcher-2019,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt5180504/,
18,tv_program,Loki,Loki,2021,2023,tvSeries,50,"Action,Adventure,Fantasy",tt9140554,8.2,479006,99.964,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Loki,1,,,146535,84958,19,,,,,Engels,Verenigde Staten,Disney+,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/loki,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt9140554/,
19,tv_program,Silo,Silo,2023,,tvSeries,49,"Drama,Mystery,Sci-Fi",tt14688458,8.1,224479,99.962,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Silo,1,,,180770,125988,20,,,,,Engels,Verenigde Staten,Apple TV,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/silo,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt14688458/,
20,tv_program,Sherlock,Sherlock,2010,2017,tvSeries,90,"Crime,Drama,Mystery",tt1475582,9.0,1095189,99.96,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Sherlock,1,,,19792,19885,21,,,,,Engels,Verenigd Koninkrijk,BBC One,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/sherlock,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt1475582/,
21,tv_program,Westworld,Westworld,2016,2022,tvSeries,60,"Drama,Mystery,Sci-Fi",tt0475784,8.4,559732,99.958,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Westworld,1,,,99718,63247,22,,,,,Engels,Verenigde Staten,HBO,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/westworld,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt0475784/,
22,tv_program,The Bear,The Bear,2022,2026,tvSeries,1611,"Comedy,Drama",tt14452776,8.5,320013,99.9561,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Bear,1,,,189717,136315,23,,,,,Engels,Verenigde Staten,Hulu,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-bear,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt14452776/,
23,tv_program,The Office,The Office,2005,2013,tvSeries,22,Comedy,tt0386676,9.0,842793,99.9541,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Office,1,,,2302,2316,24,,,,,Engels,Verenigde Staten,NBC,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-office,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt0386676/,
24,tv_program,Better Call Saul,Better Call Saul,2015,2022,tvSeries,45,"Crime,Drama",tt3032476,9.0,852567,99.9521,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Better Call Saul,1,,,59660,60059,25,,,,,"Engels, Duits, Spaans",Verenigde Staten,AMC,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/better-call-saul,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt3032476/,
25,tv_program,From,From,2022,,tvSeries,52,"Drama,Horror,Mystery",tt9813792,7.8,202003,99.9501,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,From,1,,,188205,124364,26,,,,,Engels,Verenigde Staten,MGM+,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/from,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt9813792/,
26,tv_program,Dexter,Dexter,2006,2013,tvSeries,60,"Crime,Drama,Mystery",tt0773262,8.6,947328,99.9481,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Dexter,1,,,1396,1405,27,,,,,"Engels, Spaans",Verenigde Staten,Showtime,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/dexter,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt0773262/,
27,tv_program,Peaky Blinders,Peaky Blinders,2013,2022,tvSeries,60,"Crime,Drama",tt2442560,8.7,786389,99.9461,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Peaky Blinders,1,,,60158,60574,28,,,,,Engels,Verenigd Koninkrijk,BBC Two,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/peaky-blinders,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt2442560/,
28,tv_program,Mr. Robot,Mr. Robot,2015,2019,tvSeries,45,"Crime,Drama,Thriller",tt4158110,8.5,471993,99.9441,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Mr. Robot,1,,,93720,62560,29,,,,,Engels,Verenigde Staten,USA Network,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/mr-robot,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt4158110/,
29,tv_program,Brooklyn Nine-Nine,Brooklyn Nine-Nine,2013,2021,tvSeries,22,"Comedy,Crime",tt2467372,8.4,421080,99.9421,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Brooklyn Nine-Nine,1,,,48587,48891,30,,,,,Engels,Verenigde Staten,FOX,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/brooklyn-nine-nine,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt2467372/,
30,tv_program,Pluribus,Pluribus,2025,,tvSeries,60,"Drama,Sci-Fi",tt22202452,7.9,167214,99.9401,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,206790,225171,31,,,,,"Engels, Frans, QU, Spaans",Verenigde Staten,Apple TV,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/pluribus,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt22202452/,
31,tv_program,How I Met Your Mother,How I Met Your Mother,2005,2014,tvSeries,22,"Comedy,Drama,Romance",tt0460649,8.3,786512,99.9381,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,How I Met Your Mother,1,,,1095,1100,32,,,,,Engels,Verenigde Staten,CBS,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/how-i-met-your-mother,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt0460649/,
32,tv_program,Money Heist,La casa de papel,2017,2021,tvSeries,60,"Action,Crime,Drama",tt6468322,8.2,614638,99.9361,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,La casa de papel,1,,,118572,71446,33,,,,,Spaans,Spanje,Antena 3,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/money-heist,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt6468322/,
33,tv_program,WandaVision,WandaVision,2021,2021,tvMiniSeries,40,"Action,Comedy,Drama",tt9140560,7.9,420466,99.9341,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,WandaVision,1,,,146518,85271,34,,,,,Engels,Verenigde Staten,Disney+,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/wandavision,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt9140560/,
34,tv_program,Ted Lasso,Ted Lasso,2020,,tvSeries,30,"Comedy,Drama,Sport",tt10986410,8.7,453156,99.9321,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Ted Lasso,1,,,162639,97546,35,,,,,Engels,Verenigde Staten,Apple TV,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/ted-lasso,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt10986410/,
35,tv_program,The Umbrella Academy,The Umbrella Academy,2019,2024,tvSeries,60,"Action,Adventure,Comedy",tt1312171,7.8,316642,99.9301,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Umbrella Academy,1,,,137198,75006,36,,,,,Engels,Verenigde Staten,Netflix,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-umbrella-academy,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt1312171/,
36,tv_program,The Queen's Gambit,The Queen's Gambit,2020,2020,tvMiniSeries,60,Drama,tt10048342,8.5,672632,99.9281,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Queen's Gambit,1,,,165792,87739,37,,,,,"Engels, Frans, Russisch, Spaans",Verenigde Staten,Netflix,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-queen-s-gambit,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt10048342/,
37,tv_program,Vikings,Vikings,2013,2020,tvSeries,45,"Action,Adventure,Drama",tt2306299,8.5,646663,99.9261,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Vikings,1,,,43973,44217,38,,,,,Engels,Canada,History,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/vikings,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt2306299/,
38,tv_program,Dark,Dark,2017,2020,tvSeries,60,"Crime,Drama,Mystery",tt5753856,8.7,555848,99.9241,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Dark,1,,,123775,70523,39,,,,,Duits,Duitsland,Netflix,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/dark,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt5753856/,
39,tv_program,A Knight of the Seven Kingdoms,A Knight of the Seven Kingdoms,2026,,tvSeries,60,"Adventure,Drama,Fantasy",tt27497448,8.6,272556,99.9221,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,204141,224372,40,,,,,Engels,Verenigde Staten,HBO,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/a-knight-of-the-seven-kingdoms,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt27497448/,
40,tv_program,Daredevil,Daredevil,2015,2018,tvSeries,60,"Action,Crime,Drama",tt3322312,8.6,537710,99.9201,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Daredevil,1,,,77938,61889,41,,,,,Engels,Verenigde Staten,Netflix,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/marvel-s-daredevil,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt3322312/,
41,tv_program,Reacher,Reacher,2022,,tvSeries,50,"Action,Crime,Drama",tt9288030,8.0,299746,99.9181,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Reacher,1,,,155536,108978,42,,,,,Engels,Verenigde Staten,Prime Video,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/reacher,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt9288030/,
42,tv_program,True Detective,True Detective,2014,,tvSeries,60,"Crime,Drama,Mystery",tt2356777,8.8,763583,99.9161,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,True Detective,1,,,46375,46648,43,,,,,Engels,Verenigde Staten,HBO,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/true-detective,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt2356777/,
43,tv_program,The White Lotus,The White Lotus,2021,,tvSeries,60,"Comedy,Drama,Mystery",tt13406094,8.0,330486,99.9141,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The White Lotus,1,,,168471,111803,44,,,,,Engels,Verenigde Staten,HBO,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-white-lotus,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt13406094/,
44,tv_program,Modern Family,Modern Family,2009,2020,tvSeries,22,"Comedy,Drama,Romance",tt1442437,8.5,544324,99.9121,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Modern Family,1,,,1412,1421,45,,,,,Engels,Verenigde Staten,ABC,TV-PG,6+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/modern-family,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt1442437/,
45,tv_program,Euphoria,Euphoria,2019,2026,tvSeries,60,Drama,tt8772296,8.1,320654,99.9101,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Euphoria,1,,,144629,85552,46,,,,,Engels,Verenigde Staten,HBO,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/euphoria-2019,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt8772296/,
46,tv_program,Lucifer,Lucifer,2016,2021,tvSeries,45,"Crime,Drama,Fantasy",tt4052886,8.0,395602,99.9081,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Lucifer,1,,,98990,63174,47,,,,,Engels,Verenigde Staten,Netflix,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/lucifer,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt4052886/,
47,tv_program,The Pitt,The Pitt,2025,,tvSeries,50,Drama,tt31938062,8.9,162832,99.9061,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,232884,250307,48,,,,,Engels,Verenigde Staten,HBO Max,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-pitt,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt31938062/,
48,tv_program,Lost,Lost,2004,2010,tvSeries,45,"Adventure,Drama,Fantasy",tt0411008,8.3,678211,99.9041,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Lost,1,,,4583,4607,49,,,,,Engels,Verenigde Staten,ABC,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/lost-2004,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt0411008/,
49,tv_program,The Lord of the Rings: The Rings of Power,The Lord of the Rings: The Rings of Power,2022,,tvSeries,60,"Action,Adventure,Drama",tt7631058,6.8,442040,99.9021,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Lord of the Rings: The Rings of Power,1,,,150900,84773,50,,,,,"AM, Engels",Verenigde Staten,Prime Video,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-lord-of-the-rings-the-rings-of-power,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt7631058/,
50,tv_program,You,You,2018,2025,tvSeries,45,"Crime,Drama,Romance",tt7335184,7.6,372752,99.9001,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,You,1,,,124764,78191,51,,,,,Engels,Verenigde Staten,Netflix,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/you,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt7335184/,
51,tv_program,Suits,Suits,2011,2019,tvSeries,45,"Comedy,Drama",tt1632701,8.4,545731,99.8981,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Suits,1,,,37522,37680,52,,,,,Engels,Verenigde Staten,USA Network,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/suits,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt1632701/,
52,tv_program,House,House M.D.,2004,2012,tvSeries,45,Drama,tt0412142,8.7,597347,99.8961,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,House,1,,,1399,1408,53,,,,,Engels,Verenigde Staten,FOX,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/house,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt0412142/,
53,tv_program,Arcane,Arcane: League of Legends,2021,2024,tvSeries,40,"Action,Adventure,Animation",tt11126994,9.0,451899,99.8941,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Arcane,1,,,154164,94605,54,,,,,Engels,Verenigde Staten,Netflix,TV-14,12+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/arcane,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt11126994/,
54,tv_program,The Handmaid's Tale,The Handmaid's Tale,2017,2025,tvSeries,60,"Drama,Sci-Fi,Thriller",tt5834204,8.3,302696,99.8921,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Handmaid's Tale,1,,,113938,69478,55,,,,,Engels,Verenigde Staten,Hulu,TV-MA,16+,Trakt certification,medium,Trakt all-time watched,https://trakt.tv/shows/the-handmaid-s-tale,https://trakt.tv/shows/watched/all,https://www.imdb.com/title/tt5834204/,
